index,date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
8071,2010-02-01T00:00:00,TPCP,GHCND:AR000087534,1418,0,0,Argentina,TPCP
8072,2010-02-01T00:00:00,TPCP,GHCND:AR000087623,934,0,0,Argentina,TPCP
8073,2010-02-01T00:00:00,TPCP,GHCND:AR000087692,889,0,0,Argentina,TPCP
8074,2010-02-01T00:00:00,TPCP,GHCND:AR000087715,1186,0,0,Argentina,TPCP
8075,2010-02-01T00:00:00,TPCP,GHCND:AR000087803,192,0,0,Argentina,TPCP
8076,2010-02-01T00:00:00,TPCP,GHCND:AR000087828,289,0,0,Argentina,TPCP
8077,2010-02-01T00:00:00,TPCP,GHCND:AR000087860,331,0,0,Argentina,TPCP
8078,2010-02-01T00:00:00,TPCP,GHCND:AR000087925,416,0,0,Argentina,TPCP
8079,2010-02-01T00:00:00,TPCP,GHCND:AR000870470,2402,0,0,Argentina,TPCP
8080,2010-02-01T00:00:00,TPCP,GHCND:AR000877500,1680,0,0,Argentina,TPCP
8081,2010-02-01T00:00:00,TPCP,GHCND:ARM00087016,2760,0,0,Argentina,TPCP
8082,2010-02-01T00:00:00,TPCP,GHCND:ARM00087022,2938,0,0,Argentina,TPCP
8083,2010-02-01T00:00:00,TPCP,GHCND:ARM00087046,4478,0,0,Argentina,TPCP
8084,2010-02-01T00:00:00,TPCP,GHCND:ARM00087121,2233,0,0,Argentina,TPCP
8085,2010-02-01T00:00:00,TPCP,GHCND:ARM00087148,1635,0,0,Argentina,TPCP
8086,2010-02-01T00:00:00,TPCP,GHCND:ARM00087162,1284,0,0,Argentina,TPCP
8087,2010-02-01T00:00:00,TPCP,GHCND:ARM00087166,1189,0,0,Argentina,TPCP
8088,2010-02-01T00:00:00,TPCP,GHCND:ARM00087178,835,0,0,Argentina,TPCP
8089,2010-02-01T00:00:00,TPCP,GHCND:ARM00087222,40,0,0,Argentina,TPCP
8090,2010-02-01T00:00:00,TPCP,GHCND:ARM00087289,1428,0,0,Argentina,TPCP
8091,2010-02-01T00:00:00,TPCP,GHCND:ARM00087311,10,0,0,Argentina,TPCP
8092,2010-02-01T00:00:00,TPCP,GHCND:ARM00087320,1699,0,0,Argentina,TPCP
8093,2010-02-01T00:00:00,TPCP,GHCND:ARM00087328,1187,0,0,Argentina,TPCP
8094,2010-02-01T00:00:00,TPCP,GHCND:ARM00087349,1757,0,0,Argentina,TPCP
8095,2010-02-01T00:00:00,TPCP,GHCND:ARM00087395,4020,0,0,Argentina,TPCP
8096,2010-02-01T00:00:00,TPCP,GHCND:ARM00087416,102,0,0,Argentina,TPCP
8097,2010-02-01T00:00:00,TPCP,GHCND:ARM00087436,1113,0,0,Argentina,TPCP
8098,2010-02-01T00:00:00,TPCP,GHCND:ARM00087448,1061,0,0,Argentina,TPCP
8099,2010-02-01T00:00:00,TPCP,GHCND:ARM00087453,794,0,0,Argentina,TPCP
8100,2010-02-01T00:00:00,TPCP,GHCND:ARM00087467,1942,0,0,Argentina,TPCP
8101,2010-02-01T00:00:00,TPCP,GHCND:ARM00087480,4045,0,0,Argentina,TPCP
8102,2010-02-01T00:00:00,TPCP,GHCND:ARM00087497,3480,0,0,Argentina,TPCP
8103,2010-02-01T00:00:00,TPCP,GHCND:ARM00087506,145,0,0,Argentina,TPCP
8104,2010-02-01T00:00:00,TPCP,GHCND:ARM00087509,341,0,0,Argentina,TPCP
8105,2010-02-01T00:00:00,TPCP,GHCND:ARM00087548,2539,0,0,Argentina,TPCP
8106,2010-02-01T00:00:00,TPCP,GHCND:ARM00087576,2916,0,0,Argentina,TPCP
8107,2010-02-01T00:00:00,TPCP,GHCND:ARM00087582,2857,0,0,Argentina,TPCP
8108,2010-02-01T00:00:00,TPCP,GHCND:ARM00087593,2030,0,0,Argentina,TPCP
8109,2010-02-01T00:00:00,TPCP,GHCND:ARM00087640,1252,0,0,Argentina,TPCP
8110,2010-02-01T00:00:00,TPCP,GHCND:ARM00087641,771,0,0,Argentina,TPCP
8111,2010-02-01T00:00:00,TPCP,GHCND:ARM00087645,972,0,0,Argentina,TPCP
8112,2010-02-01T00:00:00,TPCP,GHCND:ARM00087648,1646,0,0,Argentina,TPCP
8113,2010-02-01T00:00:00,TPCP,GHCND:ARM00087765,242,0,0,Argentina,TPCP
8114,2010-02-01T00:00:00,TPCP,GHCND:ARM00087784,488,0,0,Argentina,TPCP
8115,2010-02-01T00:00:00,TPCP,GHCND:ARM00087791,412,0,0,Argentina,TPCP
8116,2010-02-01T00:00:00,TPCP,GHCND:ARM00087852,394,0,0,Argentina,TPCP
8117,2010-02-01T00:00:00,TPCP,GHCND:ARM00087896,301,0,0,Argentina,TPCP
8118,2010-02-01T00:00:00,TPCP,GHCND:ARM00087904,170,0,0,Argentina,TPCP
8119,2010-02-01T00:00:00,TPCP,GHCND:ARM00087909,765,0,0,Argentina,TPCP
8120,2010-02-01T00:00:00,TPCP,GHCND:ARM00087938,408,0,0,Argentina,TPCP
8121,2010-02-01T00:00:00,TPCP,GHCND:BR002554002,1468,0,0,Argentina,TPCP
8122,2010-02-01T00:00:00,TPCP,GHCND:PAM00086170,876,0,0,Argentina,TPCP
8123,2010-03-01T00:00:00,TPCP,GHCND:AR000000011,1691,0,0,Argentina,TPCP
8124,2010-03-01T00:00:00,TPCP,GHCND:AR000087007,352,0,0,Argentina,TPCP
8125,2010-03-01T00:00:00,TPCP,GHCND:AR000087078,562,0,0,Argentina,TPCP
8126,2010-03-01T00:00:00,TPCP,GHCND:AR000087129,320,0,0,Argentina,TPCP
8127,2010-03-01T00:00:00,TPCP,GHCND:AR000087155,1359,0,0,Argentina,TPCP
8128,2010-03-01T00:00:00,TPCP,GHCND:AR000087217,380,0,0,Argentina,TPCP
8129,2010-03-01T00:00:00,TPCP,GHCND:AR000087257,747,0,0,Argentina,TPCP
8130,2010-03-01T00:00:00,TPCP,GHCND:AR000087270,1979,0,0,Argentina,TPCP
8131,2010-03-01T00:00:00,TPCP,GHCND:AR000087344,3360,0,0,Argentina,TPCP
8132,2010-03-01T00:00:00,TPCP,GHCND:AR000087374,2652,0,0,Argentina,TPCP
8133,2010-03-01T00:00:00,TPCP,GHCND:AR000087418,30,0,0,Argentina,TPCP
8134,2010-03-01T00:00:00,TPCP,GHCND:AR000087534,550,0,0,Argentina,TPCP
8135,2010-03-01T00:00:00,TPCP,GHCND:AR000087623,2287,0,0,Argentina,TPCP
8136,2010-03-01T00:00:00,TPCP,GHCND:AR000087692,1106,0,0,Argentina,TPCP
8137,2010-03-01T00:00:00,TPCP,GHCND:AR000087715,109,0,0,Argentina,TPCP
8138,2010-03-01T00:00:00,TPCP,GHCND:AR000087803,136,0,0,Argentina,TPCP
8139,2010-03-01T00:00:00,TPCP,GHCND:AR000087828,125,0,0,Argentina,TPCP
8140,2010-03-01T00:00:00,TPCP,GHCND:AR000087860,46,0,0,Argentina,TPCP
8141,2010-03-01T00:00:00,TPCP,GHCND:AR000087925,169,0,0,Argentina,TPCP
8142,2010-03-01T00:00:00,TPCP,GHCND:AR000870470,1670,0,0,Argentina,TPCP
8143,2010-03-01T00:00:00,TPCP,GHCND:AR000877500,795,0,0,Argentina,TPCP
8144,2010-03-01T00:00:00,TPCP,GHCND:ARM00087016,565,0,0,Argentina,TPCP
8145,2010-03-01T00:00:00,TPCP,GHCND:ARM00087022,287,0,0,Argentina,TPCP
8146,2010-03-01T00:00:00,TPCP,GHCND:ARM00087046,1334,0,0,Argentina,TPCP
8147,2010-03-01T00:00:00,TPCP,GHCND:ARM00087121,928,0,0,Argentina,TPCP
8148,2010-03-01T00:00:00,TPCP,GHCND:ARM00087148,1951,0,0,Argentina,TPCP
8149,2010-03-01T00:00:00,TPCP,GHCND:ARM00087162,879,0,0,Argentina,TPCP
8150,2010-03-01T00:00:00,TPCP,GHCND:ARM00087166,1326,0,0,Argentina,TPCP
8151,2010-03-01T00:00:00,TPCP,GHCND:ARM00087178,946,0,0,Argentina,TPCP
8152,2010-03-01T00:00:00,TPCP,GHCND:ARM00087222,5,0,0,Argentina,TPCP
8153,2010-03-01T00:00:00,TPCP,GHCND:ARM00087289,1095,0,0,Argentina,TPCP
8154,2010-03-01T00:00:00,TPCP,GHCND:ARM00087311,0,0,0,Argentina,TPCP
8155,2010-03-01T00:00:00,TPCP,GHCND:ARM00087320,401,0,0,Argentina,TPCP
8156,2010-03-01T00:00:00,TPCP,GHCND:ARM00087328,1168,0,0,Argentina,TPCP
8157,2010-03-01T00:00:00,TPCP,GHCND:ARM00087349,381,0,0,Argentina,TPCP
8158,2010-03-01T00:00:00,TPCP,GHCND:ARM00087395,979,0,0,Argentina,TPCP
8159,2010-03-01T00:00:00,TPCP,GHCND:ARM00087416,418,0,0,Argentina,TPCP
8160,2010-03-01T00:00:00,TPCP,GHCND:ARM00087436,600,0,0,Argentina,TPCP
8161,2010-03-01T00:00:00,TPCP,GHCND:ARM00087448,627,0,0,Argentina,TPCP
8162,2010-03-01T00:00:00,TPCP,GHCND:ARM00087453,623,0,0,Argentina,TPCP
8163,2010-03-01T00:00:00,TPCP,GHCND:ARM00087467,489,0,0,Argentina,TPCP
8164,2010-03-01T00:00:00,TPCP,GHCND:ARM00087480,821,0,0,Argentina,TPCP
8165,2010-03-01T00:00:00,TPCP,GHCND:ARM00087497,1610,0,0,Argentina,TPCP
8166,2010-03-01T00:00:00,TPCP,GHCND:ARM00087506,343,0,0,Argentina,TPCP
8167,2010-03-01T00:00:00,TPCP,GHCND:ARM00087509,46,0,0,Argentina,TPCP
8168,2010-03-01T00:00:00,TPCP,GHCND:ARM00087548,809,0,0,Argentina,TPCP
8169,2010-03-01T00:00:00,TPCP,GHCND:ARM00087576,444,0,0,Argentina,TPCP
8170,2010-03-01T00:00:00,TPCP,GHCND:ARM00087582,440,0,0,Argentina,TPCP
8171,2010-03-01T00:00:00,TPCP,GHCND:ARM00087593,422,0,0,Argentina,TPCP
8172,2010-03-01T00:00:00,TPCP,GHCND:ARM00087640,1067,0,0,Argentina,TPCP
8173,2010-03-01T00:00:00,TPCP,GHCND:ARM00087641,1053,0,0,Argentina,TPCP
8174,2010-03-01T00:00:00,TPCP,GHCND:ARM00087645,1539,0,0,Argentina,TPCP
8175,2010-03-01T00:00:00,TPCP,GHCND:ARM00087648,1338,0,0,Argentina,TPCP
8176,2010-03-01T00:00:00,TPCP,GHCND:ARM00087765,299,0,0,Argentina,TPCP
8177,2010-03-01T00:00:00,TPCP,GHCND:ARM00087784,259,0,0,Argentina,TPCP
8178,2010-03-01T00:00:00,TPCP,GHCND:ARM00087791,1296,0,0,Argentina,TPCP
8179,2010-03-01T00:00:00,TPCP,GHCND:ARM00087852,30,0,0,Argentina,TPCP
8180,2010-03-01T00:00:00,TPCP,GHCND:ARM00087896,170,0,0,Argentina,TPCP
8181,2010-03-01T00:00:00,TPCP,GHCND:ARM00087904,0,0,0,Argentina,TPCP
8182,2010-03-01T00:00:00,TPCP,GHCND:ARM00087909,257,0,0,Argentina,TPCP
8183,2010-03-01T00:00:00,TPCP,GHCND:ARM00087938,248,0,0,Argentina,TPCP
8184,2010-03-01T00:00:00,TPCP,GHCND:BR002554002,2611,0,0,Argentina,TPCP
8185,2010-03-01T00:00:00,TPCP,GHCND:PAM00086170,226,0,0,Argentina,TPCP
8186,2010-04-01T00:00:00,TPCP,GHCND:AR000000011,1005,0,0,Argentina,TPCP
8187,2010-04-01T00:00:00,TPCP,GHCND:AR000087007,20,0,0,Argentina,TPCP
8188,2010-04-01T00:00:00,TPCP,GHCND:AR000087078,658,0,0,Argentina,TPCP
8189,2010-04-01T00:00:00,TPCP,GHCND:AR000087129,570,0,0,Argentina,TPCP
8190,2010-04-01T00:00:00,TPCP,GHCND:AR000087155,333,0,0,Argentina,TPCP
8191,2010-04-01T00:00:00,TPCP,GHCND:AR000087217,511,0,0,Argentina,TPCP
8192,2010-04-01T00:00:00,TPCP,GHCND:AR000087257,473,0,0,Argentina,TPCP
8193,2010-04-01T00:00:00,TPCP,GHCND:AR000087270,318,0,0,Argentina,TPCP
8194,2010-04-01T00:00:00,TPCP,GHCND:AR000087344,378,0,0,Argentina,TPCP
8195,2010-04-01T00:00:00,TPCP,GHCND:AR000087374,719,0,0,Argentina,TPCP
8196,2010-04-01T00:00:00,TPCP,GHCND:AR000087418,10,0,0,Argentina,TPCP
8197,2010-04-01T00:00:00,TPCP,GHCND:AR000087534,241,0,0,Argentina,TPCP
8198,2010-04-01T00:00:00,TPCP,GHCND:AR000087623,140,0,0,Argentina,TPCP
8199,2010-04-01T00:00:00,TPCP,GHCND:AR000087692,640,0,0,Argentina,TPCP
8200,2010-04-01T00:00:00,TPCP,GHCND:AR000087715,3,0,0,Argentina,TPCP
8201,2010-04-01T00:00:00,TPCP,GHCND:AR000087803,353,0,0,Argentina,TPCP
8202,2010-04-01T00:00:00,TPCP,GHCND:AR000087828,3,0,0,Argentina,TPCP
8203,2010-04-01T00:00:00,TPCP,GHCND:AR000087860,212,0,0,Argentina,TPCP
8204,2010-04-01T00:00:00,TPCP,GHCND:AR000087925,18,0,0,Argentina,TPCP
8205,2010-04-01T00:00:00,TPCP,GHCND:AR000870470,435,0,0,Argentina,TPCP
8206,2010-04-01T00:00:00,TPCP,GHCND:AR000877500,325,0,0,Argentina,TPCP
8207,2010-04-01T00:00:00,TPCP,GHCND:ARM00087016,305,0,0,Argentina,TPCP
8208,2010-04-01T00:00:00,TPCP,GHCND:ARM00087022,365,0,0,Argentina,TPCP
8209,2010-04-01T00:00:00,TPCP,GHCND:ARM00087046,200,0,0,Argentina,TPCP
8210,2010-04-01T00:00:00,TPCP,GHCND:ARM00087121,693,0,0,Argentina,TPCP
8211,2010-04-01T00:00:00,TPCP,GHCND:ARM00087148,465,0,0,Argentina,TPCP
8212,2010-04-01T00:00:00,TPCP,GHCND:ARM00087162,663,0,0,Argentina,TPCP
8213,2010-04-01T00:00:00,TPCP,GHCND:ARM00087166,466,0,0,Argentina,TPCP
8214,2010-04-01T00:00:00,TPCP,GHCND:ARM00087178,1504,0,0,Argentina,TPCP
8215,2010-04-01T00:00:00,TPCP,GHCND:ARM00087289,545,0,0,Argentina,TPCP
8216,2010-04-01T00:00:00,TPCP,GHCND:ARM00087311,0,0,0,Argentina,TPCP
8217,2010-04-01T00:00:00,TPCP,GHCND:ARM00087320,429,0,0,Argentina,TPCP
8218,2010-04-01T00:00:00,TPCP,GHCND:ARM00087328,691,0,0,Argentina,TPCP
8219,2010-04-01T00:00:00,TPCP,GHCND:ARM00087349,533,0,0,Argentina,TPCP
8220,2010-04-01T00:00:00,TPCP,GHCND:ARM00087395,405,0,0,Argentina,TPCP
8221,2010-04-01T00:00:00,TPCP,GHCND:ARM00087416,170,0,0,Argentina,TPCP
8222,2010-04-01T00:00:00,TPCP,GHCND:ARM00087436,5,0,0,Argentina,TPCP
8223,2010-04-01T00:00:00,TPCP,GHCND:ARM00087448,150,0,0,Argentina,TPCP
8224,2010-04-01T00:00:00,TPCP,GHCND:ARM00087453,1023,0,0,Argentina,TPCP
8225,2010-04-01T00:00:00,TPCP,GHCND:ARM00087467,1181,0,0,Argentina,TPCP
8226,2010-04-01T00:00:00,TPCP,GHCND:ARM00087480,741,0,0,Argentina,TPCP
8227,2010-04-01T00:00:00,TPCP,GHCND:ARM00087497,587,0,0,Argentina,TPCP
8228,2010-04-01T00:00:00,TPCP,GHCND:ARM00087548,459,0,0,Argentina,TPCP
8229,2010-04-01T00:00:00,TPCP,GHCND:ARM00087576,663,0,0,Argentina,TPCP
8230,2010-04-01T00:00:00,TPCP,GHCND:ARM00087582,651,0,0,Argentina,TPCP
8231,2010-04-01T00:00:00,TPCP,GHCND:ARM00087593,627,0,0,Argentina,TPCP
8232,2010-04-01T00:00:00,TPCP,GHCND:ARM00087640,351,0,0,Argentina,TPCP
8233,2010-04-01T00:00:00,TPCP,GHCND:ARM00087641,371,0,0,Argentina,TPCP
8234,2010-04-01T00:00:00,TPCP,GHCND:ARM00087645,312,0,0,Argentina,TPCP
8235,2010-04-01T00:00:00,TPCP,GHCND:ARM00087648,1024,0,0,Argentina,TPCP
8236,2010-04-01T00:00:00,TPCP,GHCND:ARM00087765,294,0,0,Argentina,TPCP
8237,2010-04-01T00:00:00,TPCP,GHCND:ARM00087784,171,0,0,Argentina,TPCP
8238,2010-04-01T00:00:00,TPCP,GHCND:ARM00087791,163,0,0,Argentina,TPCP
8239,2010-04-01T00:00:00,TPCP,GHCND:ARM00087852,0,0,0,Argentina,TPCP
8240,2010-04-01T00:00:00,TPCP,GHCND:ARM00087896,46,0,0,Argentina,TPCP
8241,2010-04-01T00:00:00,TPCP,GHCND:ARM00087904,89,0,0,Argentina,TPCP
8242,2010-04-01T00:00:00,TPCP,GHCND:ARM00087909,51,0,0,Argentina,TPCP
8243,2010-04-01T00:00:00,TPCP,GHCND:ARM00087938,413,0,0,Argentina,TPCP
8244,2010-04-01T00:00:00,TPCP,GHCND:BR002554002,1380,0,0,Argentina,TPCP
8245,2010-04-01T00:00:00,TPCP,GHCND:PAM00086170,352,0,0,Argentina,TPCP
8246,2010-05-01T00:00:00,TPCP,GHCND:AR000000011,1395,0,0,Argentina,TPCP
8247,2010-05-01T00:00:00,TPCP,GHCND:AR000087007,0,0,0,Argentina,TPCP
8248,2010-05-01T00:00:00,TPCP,GHCND:AR000087078,1443,0,0,Argentina,TPCP
8249,2010-05-01T00:00:00,TPCP,GHCND:AR000087129,147,0,0,Argentina,TPCP
8250,2010-05-01T00:00:00,TPCP,GHCND:AR000087155,2061,0,0,Argentina,TPCP
8251,2010-05-01T00:00:00,TPCP,GHCND:AR000087217,162,0,0,Argentina,TPCP
8252,2010-05-01T00:00:00,TPCP,GHCND:AR000087257,411,0,0,Argentina,TPCP
8253,2010-05-01T00:00:00,TPCP,GHCND:AR000087270,1538,0,0,Argentina,TPCP
8254,2010-05-01T00:00:00,TPCP,GHCND:AR000087344,382,0,0,Argentina,TPCP
8255,2010-05-01T00:00:00,TPCP,GHCND:AR000087374,1006,0,0,Argentina,TPCP
8256,2010-05-01T00:00:00,TPCP,GHCND:AR000087418,137,0,0,Argentina,TPCP
8257,2010-05-01T00:00:00,TPCP,GHCND:AR000087534,143,0,0,Argentina,TPCP
8258,2010-05-01T00:00:00,TPCP,GHCND:AR000087623,13,0,0,Argentina,TPCP
8259,2010-05-01T00:00:00,TPCP,GHCND:AR000087692,627,0,0,Argentina,TPCP
8260,2010-05-01T00:00:00,TPCP,GHCND:AR000087715,330,0,0,Argentina,TPCP
8261,2010-05-01T00:00:00,TPCP,GHCND:AR000087803,158,0,0,Argentina,TPCP
8262,2010-05-01T00:00:00,TPCP,GHCND:AR000087828,82,0,0,Argentina,TPCP
8263,2010-05-01T00:00:00,TPCP,GHCND:AR000087860,5,0,0,Argentina,TPCP
8264,2010-05-01T00:00:00,TPCP,GHCND:AR000087925,154,0,0,Argentina,TPCP
8265,2010-05-01T00:00:00,TPCP,GHCND:AR000870470,90,0,0,Argentina,TPCP
8266,2010-05-01T00:00:00,TPCP,GHCND:AR000877500,60,0,0,Argentina,TPCP
8267,2010-05-01T00:00:00,TPCP,GHCND:ARM00087016,257,0,0,Argentina,TPCP
8268,2010-05-01T00:00:00,TPCP,GHCND:ARM00087022,297,0,0,Argentina,TPCP
8269,2010-05-01T00:00:00,TPCP,GHCND:ARM00087046,54,0,0,Argentina,TPCP
8270,2010-05-01T00:00:00,TPCP,GHCND:ARM00087121,266,0,0,Argentina,TPCP
8271,2010-05-01T00:00:00,TPCP,GHCND:ARM00087148,1631,0,0,Argentina,TPCP
8272,2010-05-01T00:00:00,TPCP,GHCND:ARM00087162,1725,0,0,Argentina,TPCP
8273,2010-05-01T00:00:00,TPCP,GHCND:ARM00087166,2131,0,0,Argentina,TPCP
8274,2010-05-01T00:00:00,TPCP,GHCND:ARM00087178,1595,0,0,Argentina,TPCP
8275,2010-05-01T00:00:00,TPCP,GHCND:ARM00087222,119,0,0,Argentina,TPCP
8276,2010-05-01T00:00:00,TPCP,GHCND:ARM00087289,1492,0,0,Argentina,TPCP
8277,2010-05-01T00:00:00,TPCP,GHCND:ARM00087311,131,0,0,Argentina,TPCP
8278,2010-05-01T00:00:00,TPCP,GHCND:ARM00087320,475,0,0,Argentina,TPCP
8279,2010-05-01T00:00:00,TPCP,GHCND:ARM00087328,296,0,0,Argentina,TPCP
8280,2010-05-01T00:00:00,TPCP,GHCND:ARM00087349,198,0,0,Argentina,TPCP
8281,2010-05-01T00:00:00,TPCP,GHCND:ARM00087395,951,0,0,Argentina,TPCP
8282,2010-05-01T00:00:00,TPCP,GHCND:ARM00087416,160,0,0,Argentina,TPCP
8283,2010-05-01T00:00:00,TPCP,GHCND:ARM00087436,445,0,0,Argentina,TPCP
8284,2010-05-01T00:00:00,TPCP,GHCND:ARM00087448,320,0,0,Argentina,TPCP
8285,2010-05-01T00:00:00,TPCP,GHCND:ARM00087453,101,0,0,Argentina,TPCP
8286,2010-05-01T00:00:00,TPCP,GHCND:ARM00087467,560,0,0,Argentina,TPCP
8287,2010-05-01T00:00:00,TPCP,GHCND:ARM00087480,793,0,0,Argentina,TPCP
8288,2010-05-01T00:00:00,TPCP,GHCND:ARM00087497,1389,0,0,Argentina,TPCP
8289,2010-05-01T00:00:00,TPCP,GHCND:ARM00087506,162,0,0,Argentina,TPCP
8290,2010-05-01T00:00:00,TPCP,GHCND:ARM00087509,401,0,0,Argentina,TPCP
8291,2010-05-01T00:00:00,TPCP,GHCND:ARM00087548,874,0,0,Argentina,TPCP
8292,2010-05-01T00:00:00,TPCP,GHCND:ARM00087576,1700,0,0,Argentina,TPCP
8293,2010-05-01T00:00:00,TPCP,GHCND:ARM00087582,1214,0,0,Argentina,TPCP
8294,2010-05-01T00:00:00,TPCP,GHCND:ARM00087593,1181,0,0,Argentina,TPCP
8295,2010-05-01T00:00:00,TPCP,GHCND:ARM00087640,871,0,0,Argentina,TPCP
8296,2010-05-01T00:00:00,TPCP,GHCND:ARM00087641,626,0,0,Argentina,TPCP
8297,2010-05-01T00:00:00,TPCP,GHCND:ARM00087645,500,0,0,Argentina,TPCP
8298,2010-05-01T00:00:00,TPCP,GHCND:ARM00087648,684,0,0,Argentina,TPCP
8299,2010-05-01T00:00:00,TPCP,GHCND:ARM00087688,454,0,0,Argentina,TPCP
8300,2010-05-01T00:00:00,TPCP,GHCND:ARM00087765,244,0,0,Argentina,TPCP
8301,2010-05-01T00:00:00,TPCP,GHCND:ARM00087784,170,0,0,Argentina,TPCP
8302,2010-05-01T00:00:00,TPCP,GHCND:ARM00087791,148,0,0,Argentina,TPCP
8303,2010-05-01T00:00:00,TPCP,GHCND:ARM00087852,30,0,0,Argentina,TPCP
8304,2010-05-01T00:00:00,TPCP,GHCND:ARM00087896,91,0,0,Argentina,TPCP
8305,2010-05-01T00:00:00,TPCP,GHCND:ARM00087904,139,0,0,Argentina,TPCP
8306,2010-05-01T00:00:00,TPCP,GHCND:ARM00087909,134,0,0,Argentina,TPCP
8307,2010-05-01T00:00:00,TPCP,GHCND:ARM00087938,535,0,0,Argentina,TPCP
8308,2010-05-01T00:00:00,TPCP,GHCND:BR002554002,1293,0,0,Argentina,TPCP
8309,2010-05-01T00:00:00,TPCP,GHCND:PAM00086170,1603,0,0,Argentina,TPCP
8310,2010-06-01T00:00:00,TPCP,GHCND:AR000000011,132,0,0,Argentina,TPCP
8311,2010-06-01T00:00:00,TPCP,GHCND:AR000087078,0,0,0,Argentina,TPCP
8312,2010-06-01T00:00:00,TPCP,GHCND:AR000087155,76,0,0,Argentina,TPCP
8313,2010-06-01T00:00:00,TPCP,GHCND:AR000087257,10,0,0,Argentina,TPCP
8314,2010-06-01T00:00:00,TPCP,GHCND:AR000087270,60,0,0,Argentina,TPCP
8315,2010-06-01T00:00:00,TPCP,GHCND:AR000087344,56,0,0,Argentina,TPCP
8316,2010-06-01T00:00:00,TPCP,GHCND:AR000087374,40,0,0,Argentina,TPCP
8317,2010-06-01T00:00:00,TPCP,GHCND:AR000087418,0,0,0,Argentina,TPCP
8318,2010-06-01T00:00:00,TPCP,GHCND:AR000087534,107,0,0,Argentina,TPCP
8319,2010-06-01T00:00:00,TPCP,GHCND:AR000087623,90,0,0,Argentina,TPCP
8320,2010-06-01T00:00:00,TPCP,GHCND:AR000087692,690,0,0,Argentina,TPCP
8321,2010-06-01T00:00:00,TPCP,GHCND:AR000087715,157,0,0,Argentina,TPCP
8322,2010-06-01T00:00:00,TPCP,GHCND:AR000087803,805,0,0,Argentina,TPCP
8323,2010-06-01T00:00:00,TPCP,GHCND:AR000087828,124,0,0,Argentina,TPCP
8324,2010-06-01T00:00:00,TPCP,GHCND:AR000087860,219,0,0,Argentina,TPCP
8325,2010-06-01T00:00:00,TPCP,GHCND:AR000087925,110,0,0,Argentina,TPCP
8326,2010-06-01T00:00:00,TPCP,GHCND:AR000870470,0,0,0,Argentina,TPCP
8327,2010-06-01T00:00:00,TPCP,GHCND:AR000877500,277,0,0,Argentina,TPCP
8328,2010-06-01T00:00:00,TPCP,GHCND:ARM00087016,20,0,0,Argentina,TPCP
8329,2010-06-01T00:00:00,TPCP,GHCND:ARM00087022,16,0,0,Argentina,TPCP
8330,2010-06-01T00:00:00,TPCP,GHCND:ARM00087046,28,0,0,Argentina,TPCP
8331,2010-06-01T00:00:00,TPCP,GHCND:ARM00087121,33,0,0,Argentina,TPCP
8332,2010-06-01T00:00:00,TPCP,GHCND:ARM00087148,112,0,0,Argentina,TPCP
8333,2010-06-01T00:00:00,TPCP,GHCND:ARM00087162,439,0,0,Argentina,TPCP
8334,2010-06-01T00:00:00,TPCP,GHCND:ARM00087166,30,0,0,Argentina,TPCP
8335,2010-06-01T00:00:00,TPCP,GHCND:ARM00087178,1295,0,0,Argentina,TPCP
8336,2010-06-01T00:00:00,TPCP,GHCND:ARM00087222,0,0,0,Argentina,TPCP
8337,2010-06-01T00:00:00,TPCP,GHCND:ARM00087289,41,0,0,Argentina,TPCP
8338,2010-06-01T00:00:00,TPCP,GHCND:ARM00087320,10,0,0,Argentina,TPCP
8339,2010-06-01T00:00:00,TPCP,GHCND:ARM00087349,23,0,0,Argentina,TPCP
8340,2010-06-01T00:00:00,TPCP,GHCND:ARM00087395,200,0,0,Argentina,TPCP
8341,2010-06-01T00:00:00,TPCP,GHCND:ARM00087416,0,0,0,Argentina,TPCP
8342,2010-06-01T00:00:00,TPCP,GHCND:ARM00087436,0,0,0,Argentina,TPCP
8343,2010-06-01T00:00:00,TPCP,GHCND:ARM00087453,46,0,0,Argentina,TPCP
8344,2010-06-01T00:00:00,TPCP,GHCND:ARM00087467,23,0,0,Argentina,TPCP
8345,2010-06-01T00:00:00,TPCP,GHCND:ARM00087480,48,0,0,Argentina,TPCP
8346,2010-06-01T00:00:00,TPCP,GHCND:ARM00087497,672,0,0,Argentina,TPCP
8347,2010-06-01T00:00:00,TPCP,GHCND:ARM00087506,503,0,0,Argentina,TPCP
8348,2010-06-01T00:00:00,TPCP,GHCND:ARM00087509,28,0,0,Argentina,TPCP
8349,2010-06-01T00:00:00,TPCP,GHCND:ARM00087548,411,0,0,Argentina,TPCP
8350,2010-06-01T00:00:00,TPCP,GHCND:ARM00087576,378,0,0,Argentina,TPCP
8351,2010-06-01T00:00:00,TPCP,GHCND:ARM00087582,280,0,0,Argentina,TPCP
8352,2010-06-01T00:00:00,TPCP,GHCND:ARM00087593,327,0,0,Argentina,TPCP
8353,2010-06-01T00:00:00,TPCP,GHCND:ARM00087640,493,0,0,Argentina,TPCP
8354,2010-06-01T00:00:00,TPCP,GHCND:ARM00087641,373,0,0,Argentina,TPCP
8355,2010-06-01T00:00:00,TPCP,GHCND:ARM00087645,467,0,0,Argentina,TPCP
